Disease:sickle-cell_disease	Target:humanized_igg2	Drug:selg2
Disease:retinal_venous_occlusion	Target:tyrosine_kinase-type_cell_surface_receptor_her2	Drug:agn-208397
Disease:retinal_venous_occlusion	Target:mln_19	Drug:agn-208397
Disease:fungal_infection	Target:fungal_1,3-beta-glucan_synthase	Drug:scy-078
Disease:blood_forming_organ_disorder	Target:ptc	Drug:ttp889
Disease:blood_forming_organ_disorder	Target:coagulation_factor_ix	Drug:ttp889
Disease:blood_forming_organ_disorder	Target:factor_ix	Drug:ttp889
Disease:blood_forming_organ_disorder	Target:christmas_factor	Drug:ttp889
Disease:blood_forming_organ_disorder	Target:plasma_thromboplastin_component	Drug:ttp889
Disease:kidney_disease	Target:egl_nine_homolog_2	Drug:fg-4592
Disease:kidney_disease	Target:hif-ph1	Drug:fg-4592
Disease:kidney_disease	Target:hypoxia-inducible_factor_prolyl_hydroxylase_1	Drug:fg-4592
Disease:kidney_disease	Target:prolyl_hydroxylase_domain-containing_protein_1	Drug:fg-4592
Disease:kidney_disease	Target:egln2	Drug:fg-4592
Disease:kidney_disease	Target:hypoxia-inducible_factor-prolyl_hydroxylase	Drug:fg-4592
Disease:kidney_disease	Target:phd1	Drug:fg-4592
Disease:kidney_disease	Target:eit6	Drug:fg-4592
Disease:kidney_disease	Target:hif-ph	Drug:fg-4592
Disease:kidney_disease	Target:estrogen-induced_tag_6	Drug:fg-4592
Disease:kidney_disease	Target:hph-3	Drug:fg-4592
Disease:kidney_disease	Target:hif-prolyl_hydroxylase_1	Drug:fg-4592
Disease:kidney_disease	Target:egl_nine_homolog_2	Drug:fg-2216
Disease:kidney_disease	Target:hif-ph1	Drug:fg-2216
Disease:kidney_disease	Target:hypoxia-inducible_factor_prolyl_hydroxylase_1	Drug:fg-2216
Disease:kidney_disease	Target:prolyl_hydroxylase_domain-containing_protein_1	Drug:fg-2216
Disease:kidney_disease	Target:egln2	Drug:fg-2216
Disease:kidney_disease	Target:hypoxia-inducible_factor-prolyl_hydroxylase	Drug:fg-2216
Disease:kidney_disease	Target:phd1	Drug:fg-2216
Disease:kidney_disease	Target:eit6	Drug:fg-2216
Disease:kidney_disease	Target:hif-ph	Drug:fg-2216
Disease:kidney_disease	Target:estrogen-induced_tag_6	Drug:fg-2216
Disease:kidney_disease	Target:hph-3	Drug:fg-2216
Disease:kidney_disease	Target:hif-prolyl_hydroxylase_1	Drug:fg-2216
Disease:crohn's_disease	Target:il-12	Drug:abt-874
Disease:crohn's_disease	Target:cytotoxic_lymphocyte_maturation_factor_35_kda_subunit	Drug:abt-874
Disease:crohn's_disease	Target:nksf	Drug:abt-874
Disease:crohn's_disease	Target:clmf_p35	Drug:abt-874
Disease:crohn's_disease	Target:interleukin-12	Drug:abt-874
Disease:crohn's_disease	Target:nk_cell_stimulatory_factor	Drug:abt-874
Disease:crohn's_disease	Target:cd49d	Drug:gsk683699
Disease:crohn's_disease	Target:tumor_necrosis_factor_receptor	Drug:cdp571
Disease:crohn's_disease	Target:cd49d	Drug:vedolizmab
Disease:liver_disease	Target:arachidonylethanolamide_synthase	Drug:pf-04457845
Disease:liver_disease	Target:fatty_acid_amide_hydrolase	Drug:pf-04457845
Disease:liver_disease	Target:anandamide_amidase	Drug:pf-04457845
Disease:liver_disease	Target:faah	Drug:pf-04457845
Disease:liver_disease	Target:oleamide_hydrolase	Drug:pf-04457845
Disease:liver_disease	Target:fatty-acid_amide_hydrolase	Drug:pf-04457845
Disease:liver_disease	Target:anandamide_amidohydrolase	Drug:pf-04457845
Disease:liver_disease	Target:anandamide_synthase	Drug:pf-04457845
Disease:neurological_disease	Target:lipid_peroxidation	Drug:tak-218
Disease:solid_tumour	Target:dna	Drug:thiarabine
Disease:solid_tumour	Target:pkb	Drug:rg7440
Disease:solid_tumour	Target:protein_kinase_b_alpha	Drug:rg7440
Disease:solid_tumour	Target:protein_kinase_b	Drug:rg7440
Disease:solid_tumour	Target:rac-pk-alpha	Drug:rg7440
Disease:solid_tumour	Target:akt1_protein_kinase	Drug:rg7440
Disease:solid_tumour	Target:akt1	Drug:rg7440
Disease:solid_tumour	Target:proto-oncogene_c-akt	Drug:rg7440
Disease:solid_tumour	Target:rac-alpha_serine/threonine-protein_kinase	Drug:rg7440
Disease:solid_tumour	Target:pkb_alpha	Drug:rg7440
Disease:solid_tumour	Target:immune_checkpoint	Drug:nlg919
Disease:solid_tumour	Target:dna_topoisomerase_1	Drug:gz402674
Disease:solid_tumour	Target:toposisomerase-1	Drug:gz402674
Disease:solid_tumour	Target:top1	Drug:gz402674
Disease:solid_tumour	Target:dna_topoisomerase_i	Drug:gz402674
Disease:solid_tumour	Target:tcell_activation_antigen_cd27	Drug:cdx-1127
Disease:solid_tumour	Target:cd27	Drug:cdx-1127
Disease:solid_tumour	Target:t14	Drug:cdx-1127
Disease:solid_tumour	Target:tumor_necrosis_factor_receptor_superfamily_member_7	Drug:cdx-1127
Disease:solid_tumour	Target:cd27l_receptor	Drug:cdx-1127
Disease:solid_tumour	Target:cd27_antigen	Drug:cdx-1127
Disease:solid_tumour	Target:long_transient_receptor_potential_channel_6	Drug:d-3263
Disease:solid_tumour	Target:transient_receptor_potential_cation_channel_subfamily_m_member_8	Drug:d-3263
Disease:solid_tumour	Target:ltrpc6	Drug:d-3263
Disease:solid_tumour	Target:trp-p8	Drug:d-3263
Disease:solid_tumour	Target:hepatocyte_growth_factor_receptor	Drug:abt-700
Disease:solid_tumour	Target:hgf_receptor	Drug:abt-700
Disease:solid_tumour	Target:l_antigen_family_member_2	Drug:cdx-1401
Disease:solid_tumour	Target:cancer/testis_antigen_1	Drug:cdx-1401
Disease:solid_tumour	Target:ctag1b	Drug:cdx-1401
Disease:solid_tumour	Target:cancer/testis_antigen_6.1	Drug:cdx-1401
Disease:solid_tumour	Target:ny-eso-1	Drug:cdx-1401
Disease:solid_tumour	Target:autoimmunogenic_cancer/testis_antigen_nyeso1	Drug:cdx-1401
Disease:solid_tumour	Target:lage2	Drug:cdx-1401
Disease:solid_tumour	Target:ct6.1	Drug:cdx-1401
Disease:solid_tumour	Target:dna_topoisomerase_i	Drug:tas-103
Disease:solid_tumour	Target:thymidylate_synthase	Drug:dfp-11207
Disease:solid_tumour	Target:t	Drug:dfp-11207
Disease:solid_tumour	Target:tsase	Drug:dfp-11207
Disease:solid_tumour	Target:hepatocyte_growth_factor_receptor	Drug:emd-1204831
Disease:solid_tumour	Target:met	Drug:emd-1204831
Disease:solid_tumour	Target:hgf_receptor	Drug:emd-1204831
Disease:solid_tumour	Target:scatter_factor_receptor	Drug:emd-1204831
Disease:solid_tumour	Target:tyrosineprotein_kinase_met	Drug:emd-1204831
Disease:solid_tumour	Target:proto-oncogene_c-met	Drug:emd-1204831
Disease:solid_tumour	Target:hgf/sf_receptor	Drug:emd-1204831
Disease:solid_tumour	Target:sf_receptor	Drug:emd-1204831
Disease:solid_tumour	Target:dna	Drug:jm216
Disease:solid_tumour	Target:hepatocyte_growth_factor_receptor	Drug:mk-8033
Disease:solid_tumour	Target:hgf_receptor	Drug:mk-8033
Disease:solid_tumour	Target:hepatocyte_growth_factor_receptor	Drug:tak-701
Disease:solid_tumour	Target:hgf_receptor	Drug:tak-701
Disease:solid_tumour	Target:bdnf/nt-3_growth_factors_receptor	Drug:loxo-101
Disease:solid_tumour	Target:neurotrophic_tyrosine_kinase_receptor_type_2	Drug:loxo-101
Disease:solid_tumour	Target:ntrk2	Drug:loxo-101
Disease:solid_tumour	Target:trkb_tyrosine_kinase	Drug:loxo-101
Disease:solid_tumour	Target:neurotrophic_tyrosine_kinase_receptor_type_3	Drug:loxo-101
Disease:solid_tumour	Target:gp145-trkb	Drug:loxo-101
Disease:solid_tumour	Target:trkc_receptor	Drug:loxo-101
Disease:solid_tumour	Target:trkc	Drug:loxo-101
Disease:solid_tumour	Target:trk-b	Drug:loxo-101
Disease:solid_tumour	Target:gp145trkc	Drug:loxo-101
Disease:solid_tumour	Target:tropomyosin-related_kinase_b	Drug:loxo-101
Disease:solid_tumour	Target:trkc_tyrosine_kinase	Drug:loxo-101
Disease:solid_tumour	Target:nt3_growth_factor_receptor	Drug:loxo-101
Disease:solid_tumour	Target:ntrk3	Drug:loxo-101
Disease:solid_tumour	Target:peg3_kinase	Drug:ots167
Disease:solid_tumour	Target:protein_kinase_eg3	Drug:ots167
Disease:solid_tumour	Target:tyrosine-protein_kinase_melk	Drug:ots167
Disease:solid_tumour	Target:maternal_embryonic_leucine_zipper_kinase	Drug:ots167
Disease:solid_tumour	Target:hmelk	Drug:ots167
Disease:solid_tumour	Target:melk	Drug:ots167
Disease:solid_tumour	Target:protein_kinase_pk38	Drug:ots167
Disease:solid_tumour	Target:hpk38	Drug:ots167
Disease:solid_tumour	Target:pkb	Drug:gsk2141795
Disease:solid_tumour	Target:protein_kinase_b_alpha	Drug:gsk2141795
Disease:solid_tumour	Target:protein_kinase_b	Drug:gsk2141795
Disease:solid_tumour	Target:rac-pk-alpha	Drug:gsk2141795
Disease:solid_tumour	Target:akt1_protein_kinase	Drug:gsk2141795
Disease:solid_tumour	Target:akt1	Drug:gsk2141795
Disease:solid_tumour	Target:proto-oncogene_c-akt	Drug:gsk2141795
Disease:solid_tumour	Target:rac-alpha_serine/threonine-protein_kinase	Drug:gsk2141795
Disease:solid_tumour	Target:pkb_alpha	Drug:gsk2141795
Disease:solid_tumour	Target:erbb4	Drug:rg7388
Disease:solid_tumour	Target:tyrosine_kinase-type_cell_surface_receptor_her4	Drug:rg7388
Disease:solid_tumour	Target:p180erbb4	Drug:rg7388
Disease:solid_tumour	Target:vegfc	Drug:vgx-100
Disease:solid_tumour	Target:vascular_endothelial_growth_factor-related_protein	Drug:vgx-100
Disease:solid_tumour	Target:vascular_endothelial_growth_factor_c	Drug:vgx-100
Disease:solid_tumour	Target:flt4_ligand	Drug:vgx-100
Disease:solid_tumour	Target:flt4-l	Drug:vgx-100
Disease:solid_tumour	Target:vegf-c	Drug:vgx-100
Disease:solid_tumour	Target:pim_kinase	Drug:azd1208
Disease:solid_tumour	Target:hepatocyte_growth_factor_receptor	Drug:cabozantinib
Disease:solid_tumour	Target:protein-tyrosine_kinase_receptor_flk-1	Drug:cabozantinib
Disease:solid_tumour	Target:vegfr-2	Drug:cabozantinib
Disease:solid_tumour	Target:vascular_endothelial_growth_factor_receptor_2	Drug:cabozantinib
Disease:solid_tumour	Target:fetal_liver_kinase_1	Drug:cabozantinib
Disease:solid_tumour	Target:kinase_nyk	Drug:cabozantinib
Disease:solid_tumour	Target:kinase_insert_domain_receptor	Drug:cabozantinib
Disease:solid_tumour	Target:hgf_receptor	Drug:cabozantinib
Disease:solid_tumour	Target:p67eif2	Drug:tnp-470
Disease:solid_tumour	Target:methionine_aminopeptidase_2	Drug:tnp-470
Disease:solid_tumour	Target:metap_2	Drug:tnp-470
Disease:solid_tumour	Target:p67	Drug:tnp-470
Disease:solid_tumour	Target:peptidase_m_2	Drug:tnp-470
Disease:solid_tumour	Target:cd266	Drug:enavatuzumab
Disease:solid_tumour	Target:tweak-receptor	Drug:enavatuzumab
Disease:solid_tumour	Target:fgf-inducible_14	Drug:enavatuzumab
Disease:solid_tumour	Target:tnf_superfamily_receptor_12a	Drug:enavatuzumab
Disease:solid_tumour	Target:tweakr	Drug:enavatuzumab
Disease:solid_tumour	Target:tumor_necrosis_factor_receptor_superfamily_member_12a	Drug:enavatuzumab
Disease:solid_tumour	Target:tnfrsf12a	Drug:enavatuzumab
Disease:solid_tumour	Target:fibroblast_growth_factor-inducible_immediate-early_response_protein_14	Drug:enavatuzumab
Disease:solid_tumour	Target:protein-tyrosine_kinase_receptor_flk-1	Drug:4sc-203
Disease:solid_tumour	Target:vegfr-2	Drug:4sc-203
Disease:solid_tumour	Target:vascular_endothelial_growth_factor_receptor_2	Drug:4sc-203
Disease:solid_tumour	Target:fetal_liver_kinase_1	Drug:4sc-203
Disease:solid_tumour	Target:kinase_nyk	Drug:4sc-203
Disease:solid_tumour	Target:kinase_insert_domain_receptor	Drug:4sc-203
Disease:solid_tumour	Target:dna_topoisomerase_1	Drug:tlc-388
Disease:solid_tumour	Target:non-camptothecin_topo1	Drug:tlc-388
Disease:solid_tumour	Target:top1	Drug:tlc-388
Disease:solid_tumour	Target:dna_topoisomerase_i	Drug:tlc-388
Disease:solid_tumour	Target:programmed_cell_death_protein_1	Drug:amp-224
Disease:solid_tumour	Target:pdcd1	Drug:amp-224
Disease:solid_tumour	Target:pd-1	Drug:amp-224
Disease:solid_tumour	Target:hpd1	Drug:amp-224
Disease:solid_tumour	Target:protein_pd1	Drug:amp-224
Disease:solid_tumour	Target:cd279	Drug:amp-224
Disease:solid_tumour	Target:death_receptor_4	Drug:mapatumumab
Disease:solid_tumour	Target:tumor_necrosis_factor_receptor_superfamily_member_10a	Drug:mapatumumab
Disease:solid_tumour	Target:tnf-related_apoptosis-inducing_ligand_receptor_1	Drug:mapatumumab
Disease:solid_tumour	Target:cd261	Drug:mapatumumab
Disease:solid_tumour	Target:trail_receptor_1	Drug:mapatumumab
Disease:solid_tumour	Target:trail-r1	Drug:mapatumumab
Disease:solid_tumour	Target:angiogenesi	Drug:ji-101
Disease:solid_tumour	Target:p140_tek	Drug:altiratinib
Disease:solid_tumour	Target:hepatocyte_growth_factor_receptor	Drug:altiratinib
Disease:solid_tumour	Target:protein-tyrosine_kinase_receptor_flk-1	Drug:altiratinib
Disease:solid_tumour	Target:vegfr-2	Drug:altiratinib
Disease:solid_tumour	Target:vascular_endothelial_growth_factor_receptor_2	Drug:altiratinib
Disease:solid_tumour	Target:fetal_liver_kinase_1	Drug:altiratinib
Disease:solid_tumour	Target:kinase_nyk	Drug:altiratinib
Disease:solid_tumour	Target:kinase_insert_domain_receptor	Drug:altiratinib
Disease:solid_tumour	Target:tunica_interna_endothelial_cell_kinase	Drug:altiratinib
Disease:solid_tumour	Target:hgf_receptor	Drug:altiratinib
Disease:solid_tumour	Target:t	Drug:gi-6301
Disease:solid_tumour	Target:dhfr	Drug:l-mdam
Disease:solid_tumour	Target:dihydrofolate_reductase	Drug:l-mdam
Disease:solid_tumour	Target:pi3kinase_subunit_beta	Drug:azd8186
Disease:solid_tumour	Target:pik3cb	Drug:azd8186
Disease:solid_tumour	Target:ptdins3kinase_subunit_beta	Drug:azd8186
Disease:solid_tumour	Target:pi3kbeta	Drug:azd8186
Disease:solid_tumour	Target:ptdins3kinase_subunit_p110beta	Drug:azd8186
Disease:solid_tumour	Target:phosphatidylinositol_4,5bisphosphate_3kinase_110_kda_catalytic_subunit_beta	Drug:azd8186
Disease:solid_tumour	Target:pi3k_beta	Drug:azd8186
Disease:solid_tumour	Target:p110beta	Drug:azd8186
Disease:solid_tumour	Target:phosphatidylinositol_4,5bisphosphate_3kinase_catalytic_subunit_beta_isoform	Drug:azd8186
Disease:solid_tumour	Target:dna_topoisomerase_1	Drug:crlx101
Disease:solid_tumour	Target:non-camptothecin_topo1	Drug:crlx101
Disease:solid_tumour	Target:top1	Drug:crlx101
Disease:solid_tumour	Target:dna_topoisomerase_i	Drug:crlx101
Disease:solid_tumour	Target:protein-tyrosine_kinase_receptor_flk-1	Drug:cyc116
Disease:solid_tumour	Target:vegfr-2	Drug:cyc116
Disease:solid_tumour	Target:vascular_endothelial_growth_factor_receptor_2	Drug:cyc116
Disease:solid_tumour	Target:fetal_liver_kinase_1	Drug:cyc116
Disease:solid_tumour	Target:kinase_nyk	Drug:cyc116
Disease:solid_tumour	Target:kinase_insert_domain_receptor	Drug:cyc116
Disease:solid_tumour	Target:heat_shock_70_kda_protein_5	Drug:it-139
Disease:solid_tumour	Target:endoplasmic_reticulum_lumenal_ca(2+)binding_protein_grp78	Drug:it-139
Disease:solid_tumour	Target:immunoglobulin_heavy_chainbinding_protein	Drug:it-139
Disease:solid_tumour	Target:grp78	Drug:it-139
Disease:solid_tumour	Target:hspa5	Drug:it-139
Disease:solid_tumour	Target:78_kda_glucose-regulated_protein	Drug:it-139
Disease:solid_tumour	Target:dna_topoisomerase_i	Drug:camptothecin
Disease:solid_tumour	Target:pi3kinase_subunit_beta	Drug:gsk2636771
Disease:solid_tumour	Target:pik3cb	Drug:gsk2636771
Disease:solid_tumour	Target:ptdins3kinase_subunit_beta	Drug:gsk2636771
Disease:solid_tumour	Target:pi3kbeta	Drug:gsk2636771
Disease:solid_tumour	Target:ptdins3kinase_subunit_p110beta	Drug:gsk2636771
Disease:solid_tumour	Target:phosphatidylinositol_4,5bisphosphate_3kinase_110_kda_catalytic_subunit_beta	Drug:gsk2636771
Disease:solid_tumour	Target:pi3k_beta	Drug:gsk2636771
Disease:solid_tumour	Target:p110beta	Drug:gsk2636771
Disease:solid_tumour	Target:phosphatidylinositol_4,5bisphosphate_3kinase_catalytic_subunit_beta_isoform	Drug:gsk2636771
Disease:solid_tumour	Target:hepatocyte_growth_factor_receptor	Drug:inc280
Disease:solid_tumour	Target:hgf_receptor	Drug:inc280
Disease:solid_tumour	Target:phosphatidylinositol_4,5bisphosphate_3kinase_catalytic_subunit_alpha_isoform	Drug:byl719
Disease:solid_tumour	Target:phosphatidylinositol_4,5bisphosphate_3kinase_110_kda_catalytic_subunit_alpha	Drug:byl719
Disease:solid_tumour	Target:phosphoinositide3kinase_catalytic_alpha_polypeptide	Drug:byl719
Disease:solid_tumour	Target:pi3kinase_subunit_alpha	Drug:byl719
Disease:solid_tumour	Target:pi3k_alpha	Drug:byl719
Disease:solid_tumour	Target:p110alpha	Drug:byl719
Disease:solid_tumour	Target:ptdins3kinase_subunit_p110alpha	Drug:byl719
Disease:solid_tumour	Target:serine/threonine_protein_kinase_pik3ca	Drug:byl719
Disease:solid_tumour	Target:pik3ca	Drug:byl719
Disease:solid_tumour	Target:ptdins3kinase_subunit_alpha	Drug:byl719
Disease:solid_tumour	Target:pi3kalpha	Drug:byl719
Disease:solid_tumour	Target:hedgehog_signaling_pathway	Drug:tak-441
Disease:solid_tumour	Target:ataxia_telangiectasia_and_rad3-related_protein	Drug:vx-970
Disease:solid_tumour	Target:serine_threonine_protein_kinase_atr	Drug:vx-970
Disease:solid_tumour	Target:atr	Drug:vx-970
Disease:solid_tumour	Target:frap-related_protein_1	Drug:vx-970
Disease:solid_tumour	Target:dll4	Drug:omp-21m18
Disease:solid_tumour	Target:deltalike_protein_4	Drug:omp-21m18
Disease:solid_tumour	Target:delta4	Drug:omp-21m18
Disease:solid_tumour	Target:delta-like_4	Drug:omp-21m18
Disease:solid_tumour	Target:drosophila_delta_homolog_4	Drug:omp-21m18
Disease:solid_tumour	Target:hepatocyte_growth_factor_receptor	Drug:volitinib
Disease:solid_tumour	Target:hgf_receptor	Drug:volitinib
Disease:solid_tumour	Target:pkb	Drug:ar-12
Disease:solid_tumour	Target:protein_kinase_b_alpha	Drug:ar-12
Disease:solid_tumour	Target:protein_kinase_b	Drug:ar-12
Disease:solid_tumour	Target:rac-pk-alpha	Drug:ar-12
Disease:solid_tumour	Target:akt1_protein_kinase	Drug:ar-12
Disease:solid_tumour	Target:akt1	Drug:ar-12
Disease:solid_tumour	Target:proto-oncogene_c-akt	Drug:ar-12
Disease:solid_tumour	Target:rac-alpha_serine/threonine-protein_kinase	Drug:ar-12
Disease:solid_tumour	Target:pkb_alpha	Drug:ar-12
Disease:solid_tumour	Target:phosphatidylinositol_4,5bisphosphate_3kinase_catalytic_subunit_alpha_isoform	Drug:mln1117
Disease:solid_tumour	Target:phosphatidylinositol_4,5bisphosphate_3kinase_110_kda_catalytic_subunit_alpha	Drug:mln1117
Disease:solid_tumour	Target:phosphoinositide3kinase_catalytic_alpha_polypeptide	Drug:mln1117
Disease:solid_tumour	Target:pi3kinase_subunit_alpha	Drug:mln1117
Disease:solid_tumour	Target:pi3k_alpha	Drug:mln1117
Disease:solid_tumour	Target:p110alpha	Drug:mln1117
Disease:solid_tumour	Target:ptdins3kinase_subunit_p110alpha	Drug:mln1117
Disease:solid_tumour	Target:serine/threonine_protein_kinase_pik3ca	Drug:mln1117
Disease:solid_tumour	Target:pik3ca	Drug:mln1117
Disease:solid_tumour	Target:ptdins3kinase_subunit_alpha	Drug:mln1117
Disease:solid_tumour	Target:pi3kalpha	Drug:mln1117
Disease:solid_tumour	Target:dna	Drug:pm-00104
Disease:solid_tumour	Target:hepatocyte_growth_factor_receptor	Drug:mgcd516
Disease:solid_tumour	Target:proto-oncogene_tyrosine-protein_kinase_receptor_ret	Drug:mgcd516
Disease:solid_tumour	Target:hgf_receptor	Drug:mgcd516
Disease:solid_tumour	Target:cytidine_aminohydrolase	Drug:jx-929
Disease:solid_tumour	Target:p67eif2	Drug:xmt-1107
Disease:solid_tumour	Target:methionine_aminopeptidase-2	Drug:xmt-1107
Disease:solid_tumour	Target:metap_2	Drug:xmt-1107
Disease:solid_tumour	Target:p67	Drug:xmt-1107
Disease:solid_tumour	Target:metap2	Drug:xmt-1107
Disease:solid_tumour	Target:initiation_factor_2associated_67_kda_glycoprotein	Drug:xmt-1107
Disease:solid_tumour	Target:map_2	Drug:xmt-1107
Disease:solid_tumour	Target:methionine_aminopeptidase_2	Drug:xmt-1107
Disease:solid_tumour	Target:peptidase_m_2	Drug:xmt-1107
Disease:solid_tumour	Target:b7_homolog_1	Drug:medi4736
Disease:solid_tumour	Target:pdcd1_ligand_1	Drug:medi4736
Disease:solid_tumour	Target:b7h1	Drug:medi4736
Disease:solid_tumour	Target:pdl1	Drug:medi4736
Disease:solid_tumour	Target:programmed_death_ligand_1	Drug:medi4736
Disease:solid_tumour	Target:programmed_cell_deathâ€?_ligand_1_(pd-l1)	Drug:medi4736
Disease:solid_tumour	Target:cd274	Drug:medi4736
Disease:solid_tumour	Target:programmed_cell_death_1_ligand_1	Drug:medi4736
Disease:solid_tumour	Target:programmed_cell_death_protein_1	Drug:medi0680
