TTDDRUGID	LNM	Indication	ICD9	ICD10
DNC002336	BAG956	Hematologic malignancies	200-209	C81-C96
DNC002337	CG-1521	Cancer	140-229	C00-C96
DNC002338	Ciproxifan	Dementia	290-294, 331.0	F01-F07, G30
DNC002338	Ciproxifan	Obesity	278	E66
DNC002339	Devazepide	Gastrointestinal disorders	530-558	K20-K64
DNC002340	DR2313	Permanent and transient stroke	434.91, 435.9	G45.9, I61-I63
DNC002342	FUB 649	Hypersomnia	.	G47.1
DNC002343	GSK189254A	Cognitive disorders	290-294, 294.0, 780.09, 780.9, 780.93	F01-F07, F04, F05, R41.3
DNC002344	GSK690693	Hematologic malignancies	200-209	C81-C96
DNC002347	JNJ-10181457	Sleep and cognitive disorders	290-294, 294.0, 307.4, 327, 327.0, 780.09, 780.5, 780.9, 780.93	F01-F07, F04, F05, F51, G47, R41.3
DNC002348	JNJ-5207852	Narcolepsy	347	G47.4
DNC002349	KOSN1559	Cancers	140-239	C00-C96
DNC002351	Lactoquinomycin	Hematologic malignancies	200-209	C81-C96
DNC002352	LY433221	Depression	311	F32
DNC002353	LY433222	Depression	311	F32
DNC002354	Macbecin	Cancers	140-239	C00-C96
DNC002358	PI-103	Hematologic malignancies	200-209	C81-C96
DNC002360	PU24S	Cancers	140-239	C00-C96
DNC002361	PU3	Cancer	140-229	C00-C96
DNC002362	PU-H58	Cancers	140-239	C00-C96
DNC002363	S33005	Depression	311	F32
DNC002364	SCH79687	Central nervous system disease	.	G00-G99
DNC002366	Thieno-phenanthridin-6-one	Brain ischaemia	435, 437	G45.9, I67.8
DNC002370	VER 50589	Breast cancer	174, 175, 217	C50, D24
DNC002374	ZSTK474	Cancer	140-229	C00-C96
DNC002375	BILN-2061	Hepatitis virus infection	573.3	K75.9
DNC002376	1,3-bis(1,3-benzothiazol-2-ylthio)acetone	Melanoma; Glioma	172, 191	C43, C71
DNC002377	3-benzofuran-2-yl-2-benzothiazol-2-yl-3-oxo-propanenitrile	Melanoma; Glioma	172, 191	C43, C71
DNC002378	5-fluoro-1H-indole-2-carboxylic acid	Melanoma; Glioma	172, 191	C43, C71
DNC002379	Anti-miR-191 modified oligonucleotide	Hepatocellular carcinoma	155	C22.0
DNC002381	AVP-13546	Refractory autoimmune diseases	279.4	D84.9, M35.9
DNC002382	AVP-13748	Autoimmune diseases	279	D84.9, M35.9
DNC002382	AVP-13748	Refractory autoimmune diseases	279.4	D84.9, M35.9
DNC002384	Biaryl thiophenes	Inflammatory disorders	.	.
DNC002385	BMS-488516	Inflammatory disorders	.	.
DNC002386	BMS-509744	Inflammatory disorders	.	.
DNC002387	BMS-863233	Hematological malignancies	200-209	C81-C96
DNC002388	BPKDi	Cancer	140-229	C00-C96
DNC002389	Calcineurin	T-cell mediated immune dysfunction	279.1	D83.1
DNC002392	CID755673	Cancer	140-229	C00-C96
DNC002394	CRT0066101	Cancer	140-229	C00-C96
DNC002395	DSM1	Malaria	84	B50-B54
DNC002395	DSM1	Plasmodium falciparum infection	.	B54
DNC002396	DSM2	Malaria	84	B50-B54
DNC002397	G6976	Cancer	140-229	C00-C96
DNC002400	K252a	Cancer	140-229	C00-C96
DNC002401	L-erythro-3-hydroxyaspartate	Neurodegenerations; Epilepsy; Neuropathic pain; Drug addiction; Schizophrenia	295, 303-304, 330-337, 338, 345, 356.0, 356.8,780	F10-F19, F20, G30-G32, G40, G64, G90.0, R52, G89
DNC002402	Lobeline	Substance dependence	.	F10-F19
DNC002403	Malonic acid	Neurodegenerations; Epilepsy; Neuropathic pain; Drug addiction; Schizophrenia	295, 303-304, 330-337, 338, 345, 356.0, 356.8,780	F10-F19, F20, G30-G32, G40, G64, G90.0, R52, G89
DNC002405	NAPQI	Refractory autoimmune diseases	279.4	D84.9, M35.9
DNC002406	Narciclasine	Melanomas	172	C43
DNC002407	NMS-1116354	Solid tumours	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
DNC002408	PF-4957325-00	Inflammatory disorders	.	.
DNC002409	PYZD-4409	Cancer	140-229	C00-C96
DNC002409	PYZD-4409	Leukemia	208.9	C91-C95
DNC002414	WRR605	Amebiasis	6	A06
DNC002446	Flufenamic Acid	Dysmenorrhea	625.3	N94.4-N94.6
DNC002508	Arecoline	Parkinson's disease	332	F02.3, G20
DNC002525	Dihydrotestosterone	Prostate hyperplasia	.	N40
DNC002608	GC-24	Hyperthyroidism	242	E05
DNC002639	Mdl 101,146	Inflammatory diseases	140-229, 147, 173, 573.3, 710-719	C00-C96, C11, C44, K75.9, M00-M25
DNC002640	Putrescine	Burns and burn infection	001-139	A00-B99
DNC002655	MF268	Alzheimer's disease	331.0, 331.83	G30, G31.84
DNC002665	Aniracetam	Cerebrovascular ischaemia	434.91	I61-I63
DNC002668	Filaminast	Chronic obstructive pulmonary disease	490-492, 494-496	J40-J44, J47
DNC002674	Tanaproget	Estrogen deficiency	.	E28.39
DNC002704	Gpi-1046	Parkinson's disease	332	F02.3, G20
DNC002735	Seocalcitol	Rickets	.	E55
DNC002745	PLATENSIMYCIN	Bacterial infection	001-009, 001-139, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-A09, A00-B99, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79
DNC002813	SB220025	Arthritis	710-719	M00-M25
DNC002879	Piclamilast	Rheumatold arthritis	714	M05-M06
DNC003023	Bestatin	Acute myeloid leukemia	205.0, 238.7	C92.0, D46
DNC003044	Epothilone D	Breast cancer	174, 175, 217	C50, D24
DNC003150	Fructose	Emesis	787	R11
DNC003168	Ge2270a	Bacterial infection	001-009, 001-139, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-A09, A00-B99, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79
DNC003212	Y-700	Gout	274.00274.1274.8274.9	M10
DNC003347	CB1954	Cancer	140-229	C00-C96
DNC003380	6-ethoxy-1,3-benzothiazole-2-sulfonamide	Duodenal ulcers	.	.
DNC003414	Benzoic Acid	Fungal infection	110-118	B35-B49
DNC003421	SR12813	Arteriosclerosis	440	I70
DNC003437	17-Dmag	Breast cancer	174, 175, 217	C50, D24
DNC003471	Taurocholic Acid	Type 2 diabetes	250.00, 250.02	E11
DNC003472	Fotemustine	Cancer	140-229	C00-C96
DNC003475	BIA	Non-insulin dependent diabetes	.	E11.9
DNC003480	Icrf-187	Chemoprotection	.	.
DNC003505	GR-127935	Major depressive disorder	296.2, 296.3, 710.0	F32, F33, M32
DNC003508	NBQX	Neurological disease	338, 338.2, 410, 782.3,780	I21, I22, R52, R52.1-R52.2, R60.9, G89
DNC003511	PIRITREXIM	Bladder cancer	140-229, 188	C00-C96, C67
DNC003562	ZACOPRIDE	Anxiety disorder	300, 311	F32, F40-F42
DNC003569	CC-1088	Crohn's disease	555	K50
DNC003574	CIPEMASTAT	Rheumatold arthritis	714	M05-M06
DNC003575	ABIRATERONE	Metastatic castration-resistant prostate cancer	140-229, 185	C00-C96, C61
DNC003581	L-778123	Lymphoma	202.8, 208.9	C81-C96, C91-C95
DNC003585	SB-269970	Sleep disorders	307.4, 327, 780.5	F51, G47
DNC003628	XR-5118	Cancer	140-229	C00-C96
DNC003629	FK-633	Restenosis	.	I51.89
DNC003650	ZOPOLRESTAT	Diabetic complication	.	E08-E13
DNC003665	CDP840	Chronic obstructive pulmonary disease	490-492, 494-496	J40-J44, J47
DNC003668	Rogletimide	Breast cancer	174, 175, 217	C50, D24
DNC003699	SKF-106760	Thromboembolism	437.6, 453, 671.5, 671.9	I80-I82
DNC003707	BMS-182874	Hypertension	401, 428	I10, I11, I12, I13, I15, I50
DNC003711	VELNACRINE	Cognitive impairment	331.83	G31.84
DNC003723	ABT-839	Non-small cell lung cancer	140-229, 162, 204.0	C00-C96, C33-C34, C91.0
DNC003727	ONAPRISTONE	Contraception	.	Z30
DNC003732	COUMATE	Breast cancer	174, 175, 217	C50, D24
DNC003737	CGS-13080	Asthma	493	J45
DNC003743	L-745337	Asthma	493	J45
DNC003749	CP-105696	Inflammatory bowel disease	555, 556	K50, K51
DNC003758	CGS-22652	Angina	413	I20
DNC003764	DENBUFYLLINE	Cognition disorders	295	F20
DNC003773	INDORAMIN	Hypertension	401, 428	I10, I11, I12, I13, I15, I50
DNC003775	TEBUFELONE	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
DNC003789	SC-57666	Rheumatold arthritis	714	M05-M06
DNC003830	E-4031	Cardiac arrhythmias	427	I47-I49
DNC003847	MK-386	Acne vulgaris	706.1	L70.0
DNC003856	METHYLTHIOADENOSINE	Multiple sclerosis	340	G35
DNC003876	ELAROFIBAN	Thrombosis	437.6, 453, 671.5, 671.9	I80-I82
DNC003889	PD-153035	Psoriasis	696	L40
DNC003894	VESNARINONE	Cardiac failure	.	I50
DNC003896	CGS-17867A	Alcohol use disorders	303	F10.2
DNC003905	XEMILOFIBAN	Peripheral vascular disease	443.9	I73.9
DNC003908	BB-1101	Multiple sclerosis	340	G35
DNC003909	SIBRAFIBAN	Angina	413	I20
DNC003911	DMP-696	Anxiety disorder	300, 311	F32, F40-F42
DNC003918	ORBOFIBAN	Angina	413	I20
DNC003938	FADROZOLE	Breast cancer	.	.
DNC003939	SNAP-5089	Heart arrhythmia	.	I47-I49
DNC003949	L-734217	Thrombosis	437.6, 453, 671.5, 671.9	I80-I82
DNC003950	RO-319790	Rheumatold arthritis	714	M05-M06
DNC004001	L-745631	Cancer	140-229	C00-C96
DNC004038	LY-255283	Asthma	493	J45
DNC004040	YM-511	Breast cancer	174, 175, 217	C50, D24
DNC004057	DMP-728	Thrombosis	437.6, 453, 671.5, 671.9	I80-I82
DNC004058	SB-201993	Psoriasis	696	L40
DNC004074	RS-130830	Hepatitis C virus infection	070.4, 070.5, 070.70, 573.3	B17.1, B18.2, K75.9
DNC004111	MDL-11939	Anxiety disorder	300, 311	F32, F40-F42
DNC004112	MANOALIDE	Arthritis	710-719	M00-M25
DNC004118	ZOTEPINE	Anxiety disorder	300, 311	F32, F40-F42
DNC004144	MOXONIDINE	Alcohol use disorders	303	F10.2
DNC004146	PROSTRATIN	HIV infections	001-139, 042	A00-B99, B20
DNC004154	UK-78282	Inflammatory diseases	140-229, 147, 173, 573.3, 710-719	C00-C96, C11, C44, K75.9, M00-M25
DNC004161	MK-499	Cardiac arrhythmias	427	I47-I49
DNC004167	SCH-351591	Chronic obstructive pulmonary disease	490-492, 494-496	J40-J44, J47
DNC004204	FORMESTANE	Breast cancer	.	.
DNC004233	MLN-518	Acute myeloid leukemia	205.0, 238.7	C92.0, D46
DNC004244	INOGATRAN	Myocardial infarction	410, 434.91	I21, I22, I61-I63
DNC004249	PD-0183812	Retinoblastoma	.	C69.2
DNC004251	Tilmacoxib	Colon polyps	.	K63.5
DNC004256	NOCICEPTIN	Headache	339, 784.0	G43-G44, R51
DNC004275	L-703014	Thromboembolism	437.6, 453, 671.5, 671.9	I80-I82
DNC004285	MK-852	Thrombosis	437.6, 453, 671.5, 671.9	I80-I82
DNC004287	ZD-2486	Angina	413	I20
DNC004296	LAMIFIBAN	Angina	413	I20
DNC004298	SB-208651	Thrombosis	437.6, 453, 671.5, 671.9	I80-I82
DNC004308	LOTRAFIBAN	Cardiovascular disease	325, 390-459, 401, 428, 430-459	G45-G46, I00-I99, I10, I11, I12, I13, I15, I50, I60-I95
DNC004309	Gantofiban	Arteriosclerosis	440	I70
DNC004317	PD-155080	Hypertension	401, 428	I10, I11, I12, I13, I15, I50
DNC004327	L-731735	Cancer	140-229	C00-C96
DNC004382	ZK-119010	Carcinoma	230-234	D00-D09
DNC004417	KRP-297	Hyperlipidemia	272.0-272.4	E78
DNC004426	N-DESMETHYLCLOZAPINE	Schizophrenia; Schizoaffective disorders	295, 295.70	F20, F25
DNC004432	TRYPAN BLUE	Colour dead tissues	.	.
DNC004436	L-741671	Emesis	787	R11
DNC004444	TERIKALANT	Cardiac arrhythmias	427	I47-I49
DNC004456	SC-53228	Asthma	493	J45
DNC004457	KF-17837	Parkinson's disease	.	.
DNC004493	Ro-31-4724	Arthritis	710-719	M00-M25
DNC004504	CI-1018	Asthma	493	J45
DNC004515	BMS-193884	Pulmonary arterial hypertension	416	I27.0, I27.2
DNC004557	SCH-211803	Parkinson's disease	332	F02.3, G20
DNC004589	GW-501516	Diabetes mellitus type 1	250	E10
DNC004591	METHACHOLINE	Asthma	493	J45
DNC004593	TR-14035	Multiple sclerosis	340	G35
DNC004594	MEDETOMIDINE	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
DNC004616	Mozavaptan	Hyponatraemia	.	.
DNC004618	FK-453	Renal failure	584, 585	N17, N18, N19
DNC004624	ICI-164384	Breast cancer	174, 175, 217	C50, D24
DNC004640	CGP-60474	Cancer	140-229	C00-C96
DNC004647	DEOXYNOJIRIMYCIN	Pompe's disease	.	E74.02
DNC004661	OL-135	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
DNC004666	INDISULAM	Lymphoma	202.8, 208.9	C81-C96, C91-C95
DNC004815	NERATINIB	Lymphoma	202.8, 208.9	C81-C96, C91-C95
DNC004857	NBI-42902	Prostate cancer	140-229, 185	C00-C96, C61
DNC004894	BUCINDOLOL	Hypertension	401, 428	I10, I11, I12, I13, I15, I50
DNC004927	SILODOSIN	Benign prostatic hyperplasia	600	N40
DNC004931	L-771688	Prostate disorder	.	N40-N42
DNC004943	NAFTOPIDIL	Hypertension	401, 428	I10, I11, I12, I13, I15, I50
DNC004953	ATC-0175	Major depressive disorder	296.2, 296.3, 710.0	F32, F33, M32
DNC004973	Alpha-MSH	Dermatological disease	.	L00-L99
DNC004980	KYS-05050	Cancer	140-229	C00-C96
DNC005055	KR-62436	Non-insulin dependent diabetes	.	E11.9
DNC005118	CHLORIDE	Solid tumours	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
DNC005127	BN-82002	Cancer	140-229	C00-C96
DNC005161	LY-334370	Migraine	346	G43
DNC005173	GW-328267	Allergic rhinitis	472.0, 477, 995.3	J00, J30, J31.0, T78.4
DNC005180	Phenyltoloxamine	Allergy	995.3	T78.4
DNC005195	TESAGLITAZAR	Diabetes mellitus type 1	250	E10
DNC005196	Ragaglitazar	Diabetes mellitus type 1	250	E10
DNC005255	Icopezil maleate	Cognitive impairment	331.83	G31.84
DNC005383	INDOPROFEN	Gout	274.00274.1274.8274.9	M10
DNC005420	SR-147778	Obesity	278	E66
DNC005423	NVP-DPP728	Diabetes mellitus type 2	250	E11
DNC005450	CARIPORIDE	Angina	413	I20
DNC005457	Edotreotide	Acromegaly	253	E22.0
DNC005484	PHA-680632	Chronic myelogenous leukemia	205.1, 208.9	C91-C95, C92.1
DNC005485	LIDORESTAT	Diabetic complication	.	E08-E13
DNC005570	BP-897	Cocaine dependence	304.2, 311	F14.2, F32
DNC005636	VATALANIB	Solid tumours	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
DNC005706	BMS-248360	Hypertension	401, 428	I10, I11, I12, I13, I15, I50
DNC005790	L-365260	Anxiety disorder	300, 311	F32, F40-F42
DNC005792	SCH-205831	Thrombosis	437.6, 453, 671.5, 671.9	I80-I82
DNC005809	ISTRADEFYLLINE	Major depressive disorder	296.2, 296.3, 710.0	F32, F33, M32
DNC005812	DIZOCILPINE	Cerebrovascular ischaemia	434.91	I61-I63
DNC005826	PRALNACASAN	Rheumatold arthritis	714	M05-M06
DNC005877	L-159689	Hypertension	401, 428	I10, I11, I12, I13, I15, I50
DNC005888	JNJ-7777120	Inflammatory diseases	140-229, 147, 173, 573.3, 710-719	C00-C96, C11, C44, K75.9, M00-M25
DNC006038	TPA-023	Anxiety disorder	300, 311	F32, F40-F42
DNC006081	TAK-013	Uterine leiomyoma	218.9	D25
DNC006108	A-690344	Schizophrenia	295, 710.0	F20, M32
DNC006109	A-437203	Psychotic disorders	290-299	F20-F29
DNC006193	SCH-388714	Chemotherapy-induced nausea and vomiting	787, 787.0	R11
DNC006237	KU-0058948	Ovarian cancer	140-229, 183, 185	C00-C96, C56, C61
DNC006356	(-)-Phenserine	Alzheimer's disease	331.0, 331.83	G30, G31.84
DNC006358	GW-788388	Cancer	140-229	C00-C96
DNC006434	L-873724	Asthma	493	J45
DNC006554	LOMETREXOL	Solid tumours	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
DNC006657	ACYLINE	Prostate cancer	140-229, 185	C00-C96, C61
DNC006861	DOLASTATIN-10	Cancer	140-229	C00-C96
DNC006862	ENIPORIDE	Cardiac arrhythmias	427	I47-I49
DNC006900	CURCUMIN	Cancer	140-229	C00-C96
DNC007028	SKI-758	Ischemia	459.89	I99.8
DNC007101	A-348441	Diabetes mellitus type 2	250	E11
DNC007102	FARGLITAZAR	Diabetes mellitus type 1	250	E10
DNC007166	CIMICOXIB	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
DNC007167	JNJ-10311795	Asthma; Chronic obstructive pulmonary disease	490-492, 493, 494-496	J40-J44, J45, J47
DNC007250	KU-55933	Cancer	140-229	C00-C96
DNC007422	ARZOXIFENE	Breast cancer	174, 175, 217	C50, D24
DNC007479	KNI-272	Human immunodeficiency virus infection	279.3	D84.9
DNC007517	AMG-487	Psoriasis	696	L40
DNC007571	LIDOFLAZINE	Angina	413	I20
DNC007589	ALCURONIUM	Anesthesia	338	R52
DNC007741	LOMERIZINE	Migraine	.	.
DNC007812	ERTIPROTAFIB	Diabetes mellitus type 2	250	E11
DNC007820	ST-198	Cardiovascular disease	325, 390-459, 401, 428, 430-459	G45-G46, I00-I99, I10, I11, I12, I13, I15, I50, I60-I95
DNC007863	CI-994	Cancer	140-229	C00-C96
DNC007865	WAY-181187	Anxiety disorder	300, 311	F32, F40-F42
DNC007868	TN-14003	Acute lymphoblastic leukemia	189, 204.0	C64, C91.0
DNC007885	UK-396082	Thrombosis	437.6, 453, 671.5, 671.9	I80-I82
DNC007901	BI-1356	Type 2 diabetes	250.00, 250.02	E11
DNC008009	BMS-196085	Diabetes mellitus	253.5, 588.1	E23.2, N25.1
DNC008019	RU-58841	Acne vulgaris	706.1	L70.0
DNC008107	JNJ-17203212	Cough	786.2	R05
DNC008185	GSK-221149A	Premature labour	644, 765	O60.1, P07.3
DNC008329	A-796260	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
DNC008336	WAY-255348	Cancer	140-229	C00-C96
DNC008399	MINALRESTAT	Diabetes mellitus	253.5, 588.1	E23.2, N25.1
DNC008425	CVT-6883	Asthma	493	J45
DNC008433	YM-175	Malignant hypercalcaemia	.	.
DNC008434	NERIDRONIC ACID	Bone disease	.	M00-M99
DNC008560	PIROXANTRONE	Cancer	140-229	C00-C96
DNC008561	LOSOXANTRONE	Breast cancer	174, 175, 217	C50, D24
DNC008582	Aloxistatin	Neurological disease	338, 338.2, 410, 782.3,780	I21, I22, R52, R52.1-R52.2, R60.9, G89
DNC008647	ICARITIN	Breast cancer	174, 175, 217	C50, D24
DNC008664	BMS-694153	Migraine	346	G43
DNC008718	ABT-888	Breast cancer	174, 175, 217	C50, D24
DNC008784	ISOQUINE	Plasmodium infection	.	B54
DNC008882	LYSERGIC ACID DIETHYLAMIDE	Addiction	.	.
DNC008918	MK-571	Asthma	493	J45
DNC008925	LIAROZOLE	Dermatological disease	.	L00-L99
DNC008930	BMS-695735	Solid tumours	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
DNC008994	WAY-252623	Atherosclerosis	414.0, 440	I70
DNC009001	SARALASIN	Hypertension	401, 428	I10, I11, I12, I13, I15, I50
DNC009002	SINCALIDE	Pancreatic disease	.	K85-K86
DNC009018	ELACRIDAR	Cancer	140-229	C00-C96
DNC009026	EFIPLADIB	Asthma	493	J45
DNC009027	BMS-187745	Hyperlipidemia	272.0-272.4	E78
DNC009051	MB-07344	Hyperlipidemia	272.0-272.4	E78
DNC009066	NPC-567	Rhinitis	472.0, 477	J00, J30, J31.0
DNC009087	ST-2987	Cancer	140-229	C00-C96
DNC009125	ERIBAXABAN	Phlebothrombosis	.	I80-I82
DNC009144	LITOXETINE	Mood disorder	.	F30-F39
DNC009155	BRECANAVIR	Human immunodeficiency virus infection	279.3	D84.9
DNC009225	L-790070	Autoimmune diseases	279	D84.9, M35.9
DNC009235	WAY-256805	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
DNC009268	SB-436811	Asthma	493	J45
DNC009284	YM-26734	Rheumatold arthritis	714	M05-M06
DNC009286	ERITORAN	Septic shock	785.52	A41.9
DNC009290	TETRAHYDROLIPSTATIN	Obesity	.	.
DNC009299	GSK-189254	Parkinson's disease	332	F02.3, G20
DNC009418	PF-00734200	Diabetes mellitus type 2	250	E11
DNC009421	BETRIXABAN	Cerebrovascular ischaemia	434.91	I61-I63
DNC009423	SIPATRIGINE	Neurological disease	338, 338.2, 410, 782.3,780	I21, I22, R52, R52.1-R52.2, R60.9, G89
DNC009446	BMS-561388	Anxiety disorder	300, 311	F32, F40-F42
DNC009512	SB-242235	Arthritic	710-719	M00-M25
DNC009514	PACTIMIBE	Arteriosclerosis	440	I70
DNC009519	BAICALIN	HIV infections	001-139, 042	A00-B99, B20
DNC009585	AZD-5438	Solid tumours	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
DNC009615	UK-371800	Erectile dysfunction	302.72, 607.84	F52.2, N48.4
DNC009631	VA-106483	Nocturia	.	R35
DNC009632	MOFEGILINE	Cognitive impairment	331.83	G31.84
DNC009695	METAGLIDASEN	Diabetes mellitus type 1	250	E10
DNC009709	BRYOSTATIN	Alzheimer's disease	331.0, 331.83	G30, G31.84
DNC009742	ZANKIREN	Hypertension	401, 428	I10, I11, I12, I13, I15, I50
DNC009879	VER-156084	Neuropathic pain	356.0, 356.8	G64, G90.0
DNC009881	PF-3409409	Attention deficit hyperactivity disorder	314.00, 314.01	F90
DNC009927	CVT-12012	Diabetes mellitus	253.5, 588.1	E23.2, N25.1
DNC009934	KNI-764	Human immunodeficiency virus infection	279.3	D84.9
DNC009987	ABT-229	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
DNC010191	Norcisapride	Gastroesophageal reflux disease	140-229, 530	C00-C96, K21
DNC010247	PF-3274167	Female sexual arousal disorder	.	F52.2
DNC010451	PKC-412	Leukaemia	204	C91.0
DNC010458	FK-838	Hypertension	401, 428	I10, I11, I12, I13, I15, I50
DNC010474	ZARDAVERINE	Chronic obstructive pulmonary disease	490-492, 494-496	J40-J44, J47
DNC010570	PKI-402	Cancer	140-229	C00-C96
DNC010571	GLYCYRRHIZIN	Influenza virus infections	487, 488	J10, J11
DNC010594	L-796568	Obesity	278	E66
DNC010606	EMD-534085	Hematological malignancies	200-209	C81-C96
DNC010635	RWJ-671818	Thrombosis	437.6, 453, 671.5, 671.9	I80-I82
DNC010648	AMPEROZIDE	Alcohol use disorders	303	F10.2
DNC010655	Ro-4882224	Cognitive disorders	290-294, 294.0, 780.09, 780.9, 780.93	F01-F07, F04, F05, R41.3
DNC010680	OSI-906	Solid tumours	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
DNC010688	Sphingosine-1-phosphate	Acne vulgaris	706.1	L70.0
DNC010725	PAMAPIMOD	Rheumatold arthritis	714	M05-M06
DNC010754	NSC-645809	Breast cancer	174, 175, 217	C50, D24
DNC010889	AMG-221	Metabolic disorders	270-279	E70-E89
DNC010893	TRICLABENDAZOLE	Helminth infection	001-139	A00-B99
DNC010894	PF-02367982	Endometriosis	617	N80
DNC010908	MK-4305	Insomnia	307.41, 307.42, 327.0, 780.51, 780.52	F51.0, G47.0
DNC010922	6-(4-CHLOROPHENYL)-7-(2,4-DICHLOROPHENYL)-N-(HYDROXYMETHYL)-1,2,2-TRIMETHYL-1,2,3,4-TETRAHYDRO-1,8-NAPHTHYRIDINE-4-CARBOXAMIDE (ENANTIOMERIC MIX)	Ovarian cancer	140-229, 183, 185	C00-C96, C56, C61
DNC010935	PALOSURAN	Renal failure	584, 585	N17, N18, N19
DNC010936	ZD-2138	Asthma	493	J45
DNC011083	TRIENTINE	Inborn error of metabolism	.	E88.9
DNC011099	PRUVANSERIN	Sleep disorders	307.4, 327, 780.5	F51, G47
DNC011100	NELOTANSERIN	Sleep disorders	307.4, 327, 780.5	F51, G47
DNC011151	NABILONE	Insomnia	307.41, 307.42, 327.0, 780.51, 780.52	F51.0, G47.0
DNC011182	NITD609	Plasmodium falciparum infection	.	B54
DNC011192	BOCEPREVIR	Hepatitis C virus infection	070.4, 070.5, 070.70, 573.3	B17.1, B18.2, K75.9
DNC011239	BEFIRADOL	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
DNC011273	FENDILINE	Coronary heart disease	.	.
DNC011295	ELIPRODIL	Multiple sclerosis	340	G35
DNC011355	BITHIONOL	Trematode infection	.	B66.9
DNC011357	CHLOROXINE	Erythema	695	L51-L54
DNC011370	ROSMARINIC ACID	Rheumatold arthritis	714	M05-M06
DNC011397	EMIVIRINE	Human immunodeficiency virus infection	279.3	D84.9
DNC011405	R-82150	Human immunodeficiency virus infection	279.3	D84.9
DNC011520	ATEVIRDINE	Human immunodeficiency virus infection	279.3	D84.9
DNC011521	ZK-93423	Epileptic seizures	345.9, 780.3	G40, P90, R56
DNC011567	TAK-536	Hypertension	401, 428	I10, I11, I12, I13, I15, I50
DNC011581	BRL-61063	Allergy	995.3	T78.4
DNC011616	Ecopipam	Cocaine dependence	304.2, 311	F14.2, F32
DNC011692	Ibuproxam	Respiratory disease	.	.
DNC011692	Ibuproxam	Respiratory disease	.	J00-J99
DNC011713	GT-2016	Alzheimer's disease	331.0, 331.83	G30, G31.84
DNC011714	L-158809	Hypertension	401, 428	I10, I11, I12, I13, I15, I50
DNC011782	CGS-12066B	Anxiety disorder	300, 311	F32, F40-F42
DNC011814	TERTATOLOL	Hypertension	401, 428	I10, I11, I12, I13, I15, I50
