TTDTargetID	Target_Name	Indication	ICD9	ICD10
TTDI01756	Beta adrenoceptor	Glaucoma	365	H40-H42
TTDI01756	Beta adrenoceptor	Hypertension	401, 428	I10, I11, I12, I13, I15, I50
TTDI01756	Beta adrenoceptor	Urinary incontinence	788.3	N39.3, N39.4, R32
TTDI01757	Sodium hydrogen exchanger	Angina pectoris	413	I20
TTDI01757	Sodium hydrogen exchanger	Hypertension	401, 428	I10, I11, I12, I13, I15, I50
TTDI01757	Sodium hydrogen exchanger	Ischemia	459.89	I99.8
TTDI01757	Sodium hydrogen exchanger	Myocardial infarction	410, 434.91	I21, I22, I61-I63
TTDI01758	Na+ K+ ATPase	Cardiotonic	.	I50
TTDI01758	Na+ K+ ATPase	Heart arrhythmia	.	I47-I49
TTDI01758	Na+ K+ ATPase	Hypertension	401, 428	I10, I11, I12, I13, I15, I50
TTDI01759	NK receptor	Anxiety disorder	300, 311	F32, F40-F42
TTDI01759	NK receptor	Cancer	140-229	C00-C96
TTDI01759	NK receptor	Neuropathic pain	356.0, 356.8	G64, G90.0
TTDI01760	Gelatinase	Colorectal cancer	153, 154	C18-C21
TTDI01761	Phospholipase C	Cancer	140-229	C00-C96
TTDI01761	Phospholipase C	Herpes simplex virus infection	54	B00
TTDI01761	Phospholipase C	Leukemia	208.9	C91-C95
TTDI01762	Alpha 1 adrenoceptor	Angina	413	I20
TTDI01762	Alpha 1 adrenoceptor	Cardiac arrhythmias	427	I47-I49
TTDI01762	Alpha 1 adrenoceptor	Congestive heart failure	428, 428.0	I50
TTDI01762	Alpha 1 adrenoceptor	Depression	311	F32
TTDI01762	Alpha 1 adrenoceptor	Diabetes	250	E08-E13
TTDI01762	Alpha 1 adrenoceptor	Erectile dysfunction	302.72, 607.84	F52.2, N48.4
TTDI01762	Alpha 1 adrenoceptor	Fecal incontinence	.	R15
TTDI01762	Alpha 1 adrenoceptor	Glaucoma	365	H40-H42
TTDI01762	Alpha 1 adrenoceptor	Hypertension	401, 428	I10, I11, I12, I13, I15, I50
TTDI01762	Alpha 1 adrenoceptor	Peripheral vascular disease	443.9	I73.9
TTDI01762	Alpha 1 adrenoceptor	Prostate disease	.	N42.9
TTDI01762	Alpha 1 adrenoceptor	Prostate disorder	.	N40-N42
TTDI01762	Alpha 1 adrenoceptor	Prostate hyperplasia	.	N40
TTDI01762	Alpha 1 adrenoceptor	Psychotic disorders	290-299	F20-F29
TTDI01762	Alpha 1 adrenoceptor	Urinary incontinence	788.3	N39.3, N39.4, R32
TTDI01763	ACTH releasing factor receptor	Anxiety disorder	300, 311	F32, F40-F42
TTDI01763	ACTH releasing factor receptor	Generalized anxiety disorder	300, 300.02, 311	F32, F40-F42, F41.1
TTDI01763	ACTH releasing factor receptor	Neurological disease	338, 338.2, 410, 782.3,780	I21, I22, R52, R52.1-R52.2, R60.9, G89
TTDI01764	Alpha adrenoceptor	Alcohol use disorders	303	F10.2
TTDI01764	Alpha adrenoceptor	Allergic rhinitis	472.0, 477, 995.3	J00, J30, J31.0, T78.4
TTDI01764	Alpha adrenoceptor	Contusion	.	S36.220S
TTDI01764	Alpha adrenoceptor	Erectile dysfunction	302.72, 607.84	F52.2, N48.4
TTDI01764	Alpha adrenoceptor	Erythema	695	L51-L54
TTDI01764	Alpha adrenoceptor	Hypertension	401, 428	I10, I11, I12, I13, I15, I50
TTDI01764	Alpha adrenoceptor	Hypotension	458, 796.3	I95
TTDI01764	Alpha adrenoceptor	Obesity	278	E66
TTDI01764	Alpha adrenoceptor	Ocular disease	.	H00-H59
TTDI01764	Alpha adrenoceptor	Prostate hyperplasia	.	N40
TTDI01765	Fibrinogen	Cerebrovascular ischaemia	434.91	I61-I63
TTDI01766	Melatonin receptor	Anxiety disorder	300, 311	F32, F40-F42
TTDI01766	Melatonin receptor	Insomnia	307.41, 307.42, 327.0, 780.51, 780.52	F51.0, G47.0
TTDI01766	Melatonin receptor	Sleep disorders	307.4, 327, 780.5	F51, G47
TTDI01766	Melatonin receptor	Under research	.	.
TTDI01767	Ras GTPase	Cancer	140-229	C00-C96
TTDI01767	Ras GTPase	Pancreatic cancer	140-229, 157, 202.8, 203.0, 208.9	C00-C96, C25, C81-C96, C90.0, C91-C95
TTDI01767	Ras GTPase	Prostate tumor	185	C61
TTDI01768	Integrin alpha-5/beta-1	Cancer	140-229	C00-C96
TTDI01768	Integrin alpha-5/beta-1	Melanoma	172.9	C43
TTDI01768	Integrin alpha-5/beta-1	Ocular disease	.	H00-H59
TTDI01768	Integrin alpha-5/beta-1	Solid tumours	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
TTDI01769	Bradykinin receptor	Asthma	493	J45
TTDI01769	Bradykinin receptor	Cancer	140-229	C00-C96
TTDI01770	Nitric oxide synthase	Brain injury	.	S09.90
TTDI01770	Nitric oxide synthase	Migraine	346	G43
TTDI01770	Nitric oxide synthase	Myocardial infarction	410, 434.91	I21, I22, I61-I63
TTDI01770	Nitric oxide synthase	Pulmonary hypertension	416	I27.0, I27.2
TTDI01771	Inosine monophosphate dehydrogenase	Cancer	140-229	C00-C96
TTDI01771	Inosine monophosphate dehydrogenase	Hepatitis C virus infection	070.4, 070.5, 070.70, 573.3	B17.1, B18.2, K75.9
TTDI01771	Inosine monophosphate dehydrogenase	Inflammatory bowel disease	555, 556	K50, K51
TTDI01771	Inosine monophosphate dehydrogenase	Transplant rejection	279.5, 996	D89.8, T86
TTDI01772	CC chemokine receptor	Asthma	493	J45
TTDI01772	CC chemokine receptor	Inflammatory diseases	140-229, 147, 173, 573.3, 710-719	C00-C96, C11, C44, K75.9, M00-M25
TTDI01773	Selectin	Allergy	995.3	T78.4
TTDI01773	Selectin	Asthma	493	J45
TTDI01773	Selectin	Cancer	140-229	C00-C96
TTDI01773	Selectin	Ischemia	459.89	I99.8
TTDI01774	GABA A receptor	Alzheimer's disease	331.0, 331.83	G30, G31.84
TTDI01774	GABA A receptor	Anesthesia	338	R52
TTDI01774	GABA A receptor	Anxiety disorder	300, 311	F32, F40-F42
TTDI01774	GABA A receptor	Epilepsy	290-319, 345	F01-F99, G40
TTDI01774	GABA A receptor	Epileptic seizure	.	G40,R56
TTDI01774	GABA A receptor	General anesthesia	338	R52
TTDI01774	GABA A receptor	Insomnia	307.41, 307.42, 327.0, 780.51, 780.52	F51.0, G47.0
TTDI01774	GABA A receptor	Major depressive disorder	296.2, 296.3, 710.0	F32, F33, M32
TTDI01774	GABA A receptor	Neurodegenerative diseases	330-337	G30-G32
TTDI01774	GABA A receptor	Neuropathic pain	356.0, 356.8	G64, G90.0
TTDI01774	GABA A receptor	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
TTDI01774	GABA A receptor	Panic disorder	300.01, 300.21	F41.0
TTDI01774	GABA A receptor	Premenstrual syndrome	.	N94.3
TTDI01775	MEK protein kinase	Cancer	140-229	C00-C96
TTDI01775	MEK protein kinase	Solid tumours	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
TTDI01776	Phosphodiesterase (PDE) 7	Central nervous system disease	.	G00-G99
TTDI01776	Phosphodiesterase (PDE) 7	Immune disorder	.	D80-D89
TTDI01777	Aurora protein kinase	Cancer	140-229	C00-C96
TTDI01778	Bombesin receptor	Breast cancer	174, 175, 217	C50, D24
TTDI01778	Bombesin receptor	Cancer	140-229	C00-C96
TTDI01778	Bombesin receptor	Carcinoma	230-234	D00-D09
TTDI01779	Notch receptor	Cancer	140-229	C00-C96
TTDI01779	Notch receptor	Neurodegenerative diseases	330-337	G30-G32
TTDI01779	Notch receptor	Solid tumours	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
TTDI01780	VEGF receptor	Age related macular degeneration	.	H35.30
TTDI01780	VEGF receptor	Angina	413	I20
TTDI01780	VEGF receptor	Angiogenesis disorder	.	I00-I99
TTDI01780	VEGF receptor	Atherosclerosis	414.0, 440	I70
TTDI01780	VEGF receptor	Cancer	140-229	C00-C96
TTDI01780	VEGF receptor	Colorectal cancer	153, 154	C18-C21
TTDI01780	VEGF receptor	Coronary artery disease	410-414, 429.2	I20-I25
TTDI01780	VEGF receptor	Diabetic macular edema	250, 362.01, 362.07, 362.53, 782.3	E08-E13, E08.3, E09.3, E10.3, E11.3, E13.3, H35.8, R60.9
TTDI01780	VEGF receptor	Diabetic neuropathy	250, 250.6, 356.0, 356.8	E08-E13, E10.4, E11.4, E13.4, G64, G90.0
TTDI01780	VEGF receptor	Diabetic retinopathy	250.5	H36, E10.3, E11.3, E13.3
TTDI01780	VEGF receptor	Macular degeneration	362.5	H35.3
TTDI01780	VEGF receptor	Musculoskeletal disease	.	M00-M99
TTDI01780	VEGF receptor	Neuropathic pain	356.0, 356.8	G64, G90.0
TTDI01780	VEGF receptor	Ocular disease	.	H00-H59
TTDI01780	VEGF receptor	Psoriasis	696	L40
TTDI01780	VEGF receptor	Solid tumours	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
TTDI01781	Integrin alpha-V/beta-5	Acute lung injury	518	J80
TTDI01781	Integrin alpha-V/beta-5	Ocular disease	.	H00-H59
TTDI01781	Integrin alpha-V/beta-5	Osteoporosis	733.0, V07.4	M80-M81, Z79.890
TTDI01782	Sarco/endoplasmic reticulum Ca2+-ATPase (SERCA)	Malaria	84	B50-B54
TTDI01783	Luteinizing hormone-releasing hormone	Prostate cancer	140-229, 185	C00-C96, C61
TTDI01784	Adenosine A2 receptor	Hyperlipidemia	272.0-272.4	E78
TTDI01785	Leukotriene B4 receptor	Inflammatory bowel disease	555, 556	K50, K51
TTDI01786	Integrin alpha-2/beta-1	Cancer	140-229	C00-C96
TTDI01786	Integrin alpha-2/beta-1	Inflammatory bowel disease	555, 556	K50, K51
TTDI01786	Integrin alpha-2/beta-1	Multile sclerosis	.	G35
TTDI01786	Integrin alpha-2/beta-1	Multiple sclerosis	340	G35
TTDI01789	Integrin alpha-5/beta-3	Cancer	140-229	C00-C96
TTDI01789	Integrin alpha-5/beta-3	Renal cancer	140-229, 189	C00-C96, C64
TTDI01790	Integrin alpha-V/beta-1	Renal cancer	140-229, 189	C00-C96, C64
TTDI01791	KCNQ voltage-gated potassium channel	Neuropathic pain	356.0, 356.8	G64, G90.0
TTDI01792	Tryptophan 5-hydroxylase	Irritable bowel syndrome	564.1, 787.91	A09, K58, K59.1
TTDI01793	Heme oxygenase	Inflammatory diseases	140-229, 147, 173, 573.3, 710-719	C00-C96, C11, C44, K75.9, M00-M25
TTDI01794	PIM protein kinase	Cancer	140-229	C00-C96
TTDI01794	PIM protein kinase	Multiple myeloma	203.0, 208.9	C90.0, C91-C95
TTDI01795	Integrin alpha-5/beta-5	Cancer	140-229	C00-C96
TTDI01796	Interleukin-17 ligand	Bacillus anthracis infection	.	A22
TTDI01796	Interleukin-17 ligand	Rheumatold arthritis	714	M05-M06
TTDI01797	Integrin alpha-4/beta-1	Arthritic	710-719	M00-M25
TTDI01797	Integrin alpha-4/beta-1	Inflammatory diseases	140-229, 147, 173, 573.3, 710-719	C00-C96, C11, C44, K75.9, M00-M25
TTDI01797	Integrin alpha-4/beta-1	Inflammatory disorders	.	.
TTDI01798	Tankyrase	Breast cancer	174, 175, 217	C50, D24
TTDI01798	Tankyrase	Cancer	140-229	C00-C96
TTDI01799	Interferon alpha ligand	Autoimmune diseases	279	D84.9, M35.9
TTDI01799	Interferon alpha ligand	Bladder cancer	140-229, 188	C00-C96, C67
TTDI01799	Interferon alpha ligand	Cancer	140-229	C00-C96
TTDI01799	Interferon alpha ligand	Chronic myelogenous leukemia	205.1, 208.9	C91-C95, C92.1
TTDI01799	Interferon alpha ligand	Ebola virus infection	001-139, 042-075, 065.8	A00-B99, A80-A99, A98.4, B00-B34
TTDI01799	Interferon alpha ligand	HIV infections	001-139, 042	A00-B99, B20
TTDI01799	Interferon alpha ligand	Hairy cell leukemia	202.4	C91.4
TTDI01799	Interferon alpha ligand	Head and neck cancer	140-149, 140-229	C00-C96, C07-C14, C32-C33
TTDI01799	Interferon alpha ligand	Hepatitis B virus infection	070.2-070.3	B16, B18.0, B18.1
TTDI01799	Interferon alpha ligand	Hepatitis C virus infection	070.4, 070.5, 070.70, 573.3	B17.1, B18.2, K75.9
TTDI01799	Interferon alpha ligand	Hepatitis virus infection	573.3	K75.9
TTDI01799	Interferon alpha ligand	Hepatocellular carcinoma	155	C22.0
TTDI01799	Interferon alpha ligand	Infectious disease	001-139	A00-B99
TTDI01799	Interferon alpha ligand	Systemic lupus erythematosus	695, 710.0	L51-L54, M32
TTDI01799	Interferon alpha ligand	Under research	.	.
TTDI01800	Interleukin-3 receptor	Acute myeloid leukemia	205.0, 238.7	C92.0, D46
TTDI01800	Interleukin-3 receptor	Bone marrow transplantation	279.5, 996	D89.8, T86
TTDI01800	Interleukin-3 receptor	Human immunodeficiency virus infection	279.3	D84.9
TTDI01800	Interleukin-3 receptor	Immune disorder	.	D80-D89
TTDI01800	Interleukin-3 receptor	Rheumatold arthritis	714	M05-M06
TTDI01801	Cyclin D	Ischemic heart diseases	410-414	I20-I25
TTDI01802	Estrogen related receptor	Breast cancer	174, 175, 217	C50, D24
TTDI01803	Galanin receptor	Alzheimer's disease	331.0, 331.83	G30, G31.84
TTDI01803	Galanin receptor	Epilepsy	290-319, 345	F01-F99, G40
TTDI01803	Galanin receptor	Pancreatitis	577.0-577.1	K85, K86.0K86.1
TTDI01804	CXCR chemokine	Bone marrow transplantation	279.5, 996	D89.8, T86
TTDI01805	Integrin alpha-1/beta-1	Thrombosis	437.6, 453, 671.5, 671.9	I80-I82
TTDI01806	Orexin receptor	Anxiety disorder	300, 311	F32, F40-F42
TTDI01806	Orexin receptor	Eating disorder	278, 307.5, 401, 428.0	E66, F50, I10, I11, I12, I13, I15, I50
TTDI01806	Orexin receptor	Insomnia	307.41, 307.42, 327.0, 780.51, 780.52	F51.0, G47.0
TTDI01807	Trk receptor	Solid tumours	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
TTDI01808	Interleukin-23 ligand	Asthma	493	J45
TTDI01808	Interleukin-23 ligand	Crohn's disease	555	K50
TTDI01808	Interleukin-23 ligand	Rheumatold arthritis	714	M05-M06
TTDI01809	Integrin alpha-1/beta-3	Bone metastases	198.5	C79.51
TTDI01810	Tumor suppressor candidate	Pancreatic cancer	140-229, 157, 202.8, 203.0, 208.9	C00-C96, C25, C81-C96, C90.0, C91-C95
TTDI01811	Na-K-Cl symporter	Chronic heart failure	428	I50
TTDI01817	Bone morphogenetic protein receptor	Articular cartilage disorders	.	M24.10
TTDI01817	Bone morphogenetic protein receptor	Obesity	278	E66
TTDI01817	Bone morphogenetic protein receptor	Prostate tumor	185	C61
TTDI01817	Bone morphogenetic protein receptor	Renal disease	.	N00-N29
TTDI01817	Bone morphogenetic protein receptor	Renal injury	.	N17.9
TTDI01818	Relaxin receptor	Cancer	140-229	C00-C96
TTDI01818	Relaxin receptor	Fibrosis	709.2	L90.5
TTDI01819	Natriuretic peptide receptor	Chronic heart failure	428	I50
TTDI01819	Natriuretic peptide receptor	Hypertension	401, 428	I10, I11, I12, I13, I15, I50
TTDI01820	Aggrecanase	Osteoarthritis	715	M15-M19, M47
TTDI01821	Amiloride sensitive sodium channel	Respiratory disorder	518.81	J96
TTDI01822	ATP synthase	Cancer	140-229	C00-C96
TTDI01823	Bacteria ATP synthase	Mycobacterium tuberculosis infection	.	A15-A19
TTDI01824	Guanylate cyclase receptor	Cardiovascular disease	325, 390-459, 401, 428, 430-459	G45-G46, I00-I99, I10, I11, I12, I13, I15, I50, I60-I95
TTDI01824	Guanylate cyclase receptor	Ulcerative colitis	556	K51
TTDI01825	Histone acetyltransferase	Cancer	140-229	C00-C96
TTDI01826	Alkaline phosphatase	Inflammatory diseases	140-229, 147, 173, 573.3, 710-719	C00-C96, C11, C44, K75.9, M00-M25
TTDI01826	Alkaline phosphatase	Renal failure	584, 585	N17, N18, N19
TTDI01826	Alkaline phosphatase	Ulcerative colitis	556	K51
TTDI01827	TRAIL receptor	Cancer	140-229	C00-C96
TTDI01828	Troponin I	Ocular disease	.	H00-H59
TTDI01832	The activation of 3 monoaminergic neural systems (serotonin, norepinephrine, and dopamine)	Depression	311	F32
TTDI01836	Meningococcal group b	Meningitis	320-322	G00-G03
TTDI01843	TNF alpha production	Peripheral vascular disease	443.9	I73.9
TTDI01844	Brain concentrations of gamma-aminobutyric acid (GABA)	Epilepsy	290-319, 345	F01-F99, G40
TTDI01846	Reduction of cumulative renal toxicity of cisplatin and toxic effects of radiation on normal oral tissues	Mucositis	.	K92.81
TTDI01849	Facilitating dopamine (DA) release, inhibiting monoamine oxidase type B (MAO-B) and DA (re) up-take and stimulating aromatic L-amino acid decarboxylase (AADC)	Migraine	346	G43
TTDI01851	Expression of STAT-3	Immuno-modulator	135, 691.8, 692.9, 710-719, 714	D86, L20, L20-L30, M00-M25, M05-M06
TTDI01853	Tromboxane A2 synthesis	Inflammatory diseases	140-229, 147, 173, 573.3, 710-719	C00-C96, C11, C44, K75.9, M00-M25
TTDI01856	Synthesis of T(H2) cytokines	Allergy	995.3	T78.4
TTDI01858	Lymphoid cell	Atopic dermatitis	691.8, 692.9	L20, L20-L30
TTDI01859	Wnt/beta-catenin signaling pathway	Cancer	140-229	C00-C96
TTDI01863	H5N1 pandemic influenza virus	Influenza virus infections	487, 488	J10, J11
TTDI01869	Colony stimulating factor ligand	Aplastic anemia	284	D60-D61
TTDI01872	CD15	Appendicitis	.	K35
TTDI01874	Subcutaneous fluid administration for achieving hydration	Cancer	140-229	C00-C96
TTDI01874	Subcutaneous fluid administration for achieving hydration	Improving resorption of radiopaque agents	.	.
TTDI01875	Bacteria clostridium tetani	Clostridium tetani infection	001-139	A00-B99
TTDI01876	Bacteria corynebacterium diphtheriae	Clostridium tetani infection	001-139	A00-B99
TTDI01879	Acetylcholine release inhibitor and neuromuscular blockor	Cervical cancer	140-229, 180	C00-C96, C53
TTDI01885	Deamidation of asparagine	Acute lymphoblastic leukemia	189, 204.0	C64, C91.0
TTDI01893	Proteins on the surface of ulcers including albumin and fibrinogen to form stable insoluble complexes	Acne vulgaris	706.1	L70.0
TTDI01895	Fructose	Constipation	564	K59.0
TTDI01898	Glucosaminylmuramyl dipeptide	Infectious disease	001-139	A00-B99
TTDI01899	Oxidoreductase	Ulcerative colitis	556	K51
TTDI01900	Immunoglobulin	Bacillus anthracis infection	.	A22
TTDI01900	Immunoglobulin	Bone marrow transplantation	279.5, 996	D89.8, T86
TTDI01900	Immunoglobulin	Vaccination	.	.
TTDI01901	HBV immunoglobulin	Hepatitis B virus infection	070.2-070.3	B16, B18.0, B18.1
TTDI01906	Trace amine-associated receptor-1	Attention deficit hyperactivity disorder	314.00, 314.01	F90
TTDI01906	Trace amine-associated receptor-1	Major depressive disorder	296.2, 296.3, 710.0	F32, F33, M32
TTDI01906	Trace amine-associated receptor-1	Stroke	434.91, 437.6, 453, 671.5, 671.9	I61-I63, I80-I82
TTDI01909	GABA A receptor delta subunit	Anesthesia	338	R52
TTDI01909	GABA A receptor delta subunit	Anxiety disorder	300, 311	F32, F40-F42
TTDI01909	GABA A receptor delta subunit	Epilepsy	290-319, 345	F01-F99, G40
TTDI01909	GABA A receptor delta subunit	Major depressive disorder	296.2, 296.3, 710.0	F32, F33, M32
TTDI01909	GABA A receptor delta subunit	Neuropathic pain	356.0, 356.8	G64, G90.0
TTDI01910	Iron	Anemia	280-285	D50-D64
TTDI01910	Iron	Cardiovascular disease	325, 390-459, 401, 428, 430-459	G45-G46, I00-I99, I10, I11, I12, I13, I15, I50, I60-I95
TTDI01910	Iron	Iron deficiency anaemia	.	D50
TTDI01910	Iron	Malaria	84	B50-B54
TTDI01911	Human DNA	Breast cancer	174, 175, 217	C50, D24
TTDI01911	Human DNA	Cancer	140-229	C00-C96
TTDI01911	Human DNA	Crohn's disease	555	K50
TTDI01911	Human DNA	Gastric cancer	140-229, 151, 188	C00-C96, C16, C67
TTDI01911	Human DNA	Head and neck cancer	140-149, 140-229	C00-C96, C07-C14, C32-C33
TTDI01911	Human DNA	Human immunodeficiency virus infection	279.3	D84.9
TTDI01911	Human DNA	Influenza A virus H5N1 infections	487, 488	J10, J11
TTDI01911	Human DNA	Liver cancer	140-229, 155, 203.0	C00-C96, C22.0, C90.0
TTDI01911	Human DNA	Marburg virus disease	78.89	A98.3
TTDI01911	Human DNA	Meningitis	320-322	G00-G03
TTDI01911	Human DNA	Mycobacterium tuberculosis infection	.	A15-A19
TTDI01911	Human DNA	Non-Hodgkin's lymphoma	200, 202, 202.8	C81-C96, C82-C85
TTDI01911	Human DNA	Ovarian cancer	140-229, 183, 185	C00-C96, C56, C61
TTDI01911	Human DNA	Peripheral vascular disease	443.9	I73.9
TTDI01911	Human DNA	Prostate cancer	140-229, 185	C00-C96, C61
TTDI01911	Human DNA	Skin disease	.	L00-L99
TTDI01911	Human DNA	Solid tumours	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
TTDI01912	Bacterial cell membrane	Atopic dermatitis	691.8, 692.9	L20, L20-L30
TTDI01912	Bacterial cell membrane	Bacterial infection	001-009, 001-139, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-A09, A00-B99, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79
TTDI01912	Bacterial cell membrane	Bacterial respiratory tract infection	.	J13,J15
TTDI01912	Bacterial cell membrane	Fungal infections	110-118	B35-B49
TTDI01912	Bacterial cell membrane	Infections disease	.	A00-B99
TTDI01912	Bacterial cell membrane	Methicillin-resistant staphylococcus aureus	.	B95.62
TTDI01912	Bacterial cell membrane	Mycobacterium tuberculosis infection	.	A15-A19
TTDI01912	Bacterial cell membrane	Pseudomonas infection	041.7, 482.1	B96.5, J15.1, P23.5
TTDI01912	Bacterial cell membrane	Staphylococcus aureus infection	001-139	A00-B99
TTDI01913	Bacterial penicillin binding protein	Bacterial infection	001-009, 001-139, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-A09, A00-B99, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79
TTDI01914	Bacterial DNA gyrase	Bacterial infection	001-009, 001-139, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-A09, A00-B99, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79
TTDI01914	Bacterial DNA gyrase	Bacterial respiratory tract infection	.	J13,J15
TTDI01914	Bacterial DNA gyrase	Fungal infection	110-118	B35-B49
TTDI01914	Bacterial DNA gyrase	Gram-negative bacterial infection	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-A09, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79
TTDI01914	Bacterial DNA gyrase	HIV-1 infections	001-139, 042	A00-B99, B20
TTDI01914	Bacterial DNA gyrase	Infections disease	.	A00-B99
TTDI01914	Bacterial DNA gyrase	Infectious disease	001-139	A00-B99
TTDI01914	Bacterial DNA gyrase	MRSA infection	41.12	A49.02
TTDI01914	Bacterial DNA gyrase	Mycobacterium tuberculosis infection	.	A15-A19
TTDI01914	Bacterial DNA gyrase	Otitis media	.	H65-H67
TTDI01914	Bacterial DNA gyrase	Pneumonia	.	J12,J13,J14,J15,J16,J17,J18
TTDI01914	Bacterial DNA gyrase	Respiratory tract inflammation	.	J00-J99
TTDI01914	Bacterial DNA gyrase	Staphylococcus aureus infection	001-139	A00-B99
TTDI01914	Bacterial DNA gyrase	Urinary tract infections	599	N39.0
TTDI01915	Bacteria 50S ribosomal subunit	Bacillus anthracis infection	.	A22
